m1,m2,m3,m4,m5
0.0,0.0,0.0,-0.42826888614716696,0.0
0.0,0.0,0.11986663632885503,-0.7380978302472982,-1.5562414331611825
-0.7582071989022647,-2.373773584103575,0.4247035469321571,0.0,0.057435194070685536
0.0,0.6642088052161912,0.5691251190843165,0.0,0.4099464933017398
0.0,0.0,0.0,-0.4167057008605384,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.011062295441062105,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.9848489583666351,-0.7783807630776491,0.7707217317799344,0.5238156430987476,-0.3371901379754958
0.0,-0.0187346602700586,-0.027805085820206528,0.0,0.0
-0.5993832005848941,0.15412616846300956,-0.988877933220356,-1.0097718631338948,-0.47558570191562816
0.0,-0.25570003452097395,0.0,0.0,0.0
-2.084489472612081,0.5217319165293521,-1.3788924240073894,1.0654622199405375,1.162691742568522
0.13511279246505709,-0.17016939230513214,0.0,-1.291727203636201,1.0265169685717712
-0.07567718316398055,-0.023690074952198492,-0.20914746251262337,0.17860299003286798,0.8218232326254167
0.0,-0.6706740141732668,0.6579840876505341,-0.031473241874133084,0.3442245127172362
0.0,0.0,0.0,0.0,0.0
-0.25585691402244587,-0.7571936916717013,0.6630196894671676,-0.25540226376916075,0.36362146309657206
0.21498517572537781,0.6746184626952672,0.01753533272364516,-0.5880592514613375,0.0
0.0,0.0,2.748835354072062,0.0,-1.2022338511916932
0.002201424921798395,0.012565088548637082,0.16225374432185452,0.2184346608637178,0.0
0.7213163587313608,0.20688060894914512,1.3406292349053428,-0.15342286660572713,0.4952344759452942
-0.044541841087093484,-0.14354291769213356,0.2484924003910414,0.4369038344099219,0.6659129572097413
-0.16479582490126324,-0.10561640152576612,0.0,0.0,-0.35435600327248806
-0.2665993565183562,0.0,0.0,-0.42436019918260826,0.0
0.0,0.0,0.0,0.0,0.192476543524329
-1.7813492731577534,0.0,0.0,0.0,0.0
-0.07160161293810008,1.804028975727413,0.5191236898795348,-0.550321384759693,-0.32607079645033965
0.0,0.0,0.0,0.12168959160268084,0.8927049833161296
0.0,0.5481668072019421,0.0,-0.5448211077515853,0.0
0.004885735520121476,-0.01159440540309404,-0.023925024878379164,0.18864383098848958,0.12520285785011184
-0.02506919103681595,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3109896746737976,0.0
0.11853120328447508,-0.3283741775068603,-0.5163841579878039,-0.25591714751271466,-0.13476558726514037
0.01360406322444177,-0.2701765829344204,-0.14818745635818398,-0.2789883250084422,-0.22868596441113606
0.2605201294336761,-0.27802644424225564,0.0,0.0,-0.2784742171364215
0.0,0.0,1.7574477495996823,-1.2757323210594484,0.0
0.1246460584092951,0.0,0.4482015805041211,0.1454527271968244,-0.29550572019915033
-0.20488647128277993,0.4001096098888819,0.0,0.05565258964401801,0.0
0.13808683332570545,-0.600434830270081,0.0,-0.40047256270859233,0.0
0.0,0.0,1.4227179599876567,-0.3656674751511972,-0.12677211089261645
-0.9456477340027618,0.1835848284958116,-0.8958419987236248,0.1980697619211529,-0.08552849777224697
-1.379784094701714,-0.3290316261348743,1.4660135776963918,-1.0633347761124878,-0.7851402888165779
0.0,0.0,0.0,0.0,0.0
-1.2386959284072223,0.0,0.0,0.0,0.0
0.822401964527543,-0.9558055798811409,0.688781743447093,-0.21674592678025462,0.6847085524891973
0.0,0.0,-0.09999959784409373,0.2026638572364844,-0.21329456597444751
0.0,0.0,0.0,0.0,0.5246716699271493
0.0,0.0,0.0,-0.11013358417932241,0.26837783519021163
0.0,0.0,0.0,-0.3882602357979318,0.0
