1:ID : a2,1:ID : a1,1:ID : a3,1:ID : a7,1:ID : a4,1:ID : a6,1:ID : a9,1:ID : a5,1:ID : a10,1:ID : a12,1:ID : a11,1:ID : a8
1.6211246890211104,0.34714933360413636,2.074003317069216,1.7245571795800214,-0.300282065011676,0.5256681725484234,0.43749185389994133,0.20445573592762362,-0.9105638887532919,0.4278929248859084,-0.5894486185608692,0.056975751109052
-0.895670535634838,1.4834603415403906,1.5329264484669782,2.8294356479950413,1.7448093152181854,1.3373829014253467,2.318099824563606,2.8347806412525682,3.111560016619972,3.1459607953028974,3.642954854234217,1.4654529338952083
-0.30707318280161033,0.6189091988167622,0.7293688169157218,0.04364558309162869,0.11791484412476852,0.2568907164836072,-0.16572921636083549,-0.5489707809246849,0.038534692006627846,0.5914154500685612,0.08579773102495851,0.2481345682950997
-1.021088659287435,1.0696503426582837,0.9588082239684685,1.8226391068922922,-2.042560041531615,0.6443384943691554,-1.5726185171401366,-2.474740050951227,0.9483746478188243,2.1978610464610924,0.33654530362381324,1.1465702945069813
-1.3887468510574834,0.4141345497277765,0.11769318721835804,1.319936251001033,-0.2105890755472053,-0.44233513812491143,0.023381003195302147,0.01515242917605103,-0.049675889053963085,1.023848233039764,-0.43170225669101175,-0.7901555148851378
-0.953672741336038,0.3276720048644731,0.11346484723985428,1.003756004391718,-1.344279485818766,0.03682095823299658,-2.4719090310769856,-1.6591578466214678,-1.1518994626814962,-2.755908082199424,-1.8016107389540632,0.2509846725658309
-0.9389853185434248,0.7157916060068268,1.197474718608632,0.5493656618149108,-0.5842092387239946,0.6499751559726236,0.6425839682924857,0.3649034238262133,0.7996966059735306,0.8466668525382398,0.50530837902547,0.12996640080023275
0.3837374125171415,0.9005780250227442,0.11175582720130123,-0.1587274547671479,-0.3240676808652978,-1.1226498937870244,-0.8412883046670987,0.1657059377779332,-0.4011253265655409,0.27921051619958165,-1.275837647633595,-0.04268006938554425
-0.04523540803998216,0.12985905171152212,0.37636808771327,0.3314301489280186,-1.5020047896351816,0.8853727741063768,-0.1391869754513076,-0.17955338410476362,-0.894124342862093,-1.0592006941561927,-0.519898443296582,0.0344978841560481
-1.556059392445071,2.343286168004413,0.10212566180262624,1.483683099666358,-2.3645706836809226,2.7523081942192213,0.5478313804851098,-0.7986606727883682,-1.5473165005463125,-2.2030268512678184,-1.793611401154653,1.7384768770760561
