1:dam : a2,1:dam : a1,1:dam : a3,1:dam : a7,1:dam : a4,1:dam : a6,1:dam : a9,1:dam : a5,1:dam : a10,1:dam : a12,1:dam : a11,1:dam : a8
-0.8717948509542156,-0.696934964307731,-1.0195405728423415,1.1982634641797714,0.6807050368986273,1.0359369205637168,-0.03773565757089359,-0.5411963258037995,-2.7728101306245585,-1.9228388499712374,0.5610447829403575,1.6535379104329175
0.41432261306937446,0.7023893150193058,-2.6637929435183216,-0.008827828613895528,-0.26109658605415387,0.043488893004239026,2.7658308966731053,1.1781882525483023,-0.1747273072411311,1.4770473505944737,2.1351214879174845,2.2845890612994793
1.5707661769105667,0.7553365335966546,0.2609273514585465,0.35480610341992747,1.797234323679867,0.9089118531304275,1.774336340253991,1.4577905429449265,0.4865438062026104,0.7710852160976663,0.9021998074871759,1.4969552546992806
-0.8856650032202898,0.29810647748435604,0.6281786676212602,1.505179393705836,-1.500768855700588,0.027234844995741664,-1.390922940632316,-2.080321102180912,0.8829794241601612,1.3199884749312432,0.09781163976351451,1.0787965178366363
-1.647364101369444,0.22285537374894487,-0.24126783354381676,0.9700613169516755,-0.7412278669885924,-0.6196729944479631,-1.027759480969171,-0.09762882291266076,-0.43224146630362636,0.6488348971066192,-1.739033970462939,-1.7026751602568773
-0.7158149461343581,-0.06752423258868868,0.8416228636049399,1.2197589763068324,-1.332336248039624,-0.00041783600458297765,-2.9806308342258045,-2.098679926927738,-1.3681487483270476,-3.5073180078341366,-1.8059103379437662,0.27638141938444244
-0.4857239855740886,-0.22017513895254384,0.4102728697466145,-0.07738346971190502,-0.899926505502714,0.22272557265831572,0.5559891134104032,-0.04413058085449345,-0.33121593391321313,-0.2770417878487227,0.3928563460966025,-0.5155221084209762
-0.4173265985459965,0.12639964703574164,-0.8090950777035484,-0.7538140425148802,-0.53032378710416,0.22074778883361212,-0.18539582815281994,-0.43182973053813645,-0.3783242013353225,0.5151809890822434,0.5086506538165438,0.13592723187343791
0.5614726802312977,-0.5092998845244691,-0.05514196312808697,-0.48006222947170407,-0.18025955282535758,-0.3391605667907444,0.33771772469717487,0.2917701190350744,-0.8396309873011367,-0.7218453247239174,0.10498837322824711,0.4843483674793192
-2.253957315827429,2.230250550293006,0.7239240741218468,1.5661117326793834,-2.109613198903658,3.1142656942777616,0.2083151481255383,-1.0767755886587622,-0.8144824468824094,-1.2619778363579177,-0.7037687832965449,1.931226013006035
-3.3761559378140875,0.5189796904200397,2.923431204784624,0.41847756412500725,-3.4680985806596842,2.975337384455297,-2.3947086104478306,-0.3239316085600492,1.242545869439037,-1.4655849689433904,-1.9257286664638402,-1.5721212146764585
-6.403504814435626,-2.405727398459691,7.46776941153733,0.9436837481334015,-4.656639362092102,4.789981908390192,-1.798504509540053,-3.9878179335525066,-1.1693041126558876,-1.2167038083769626,-2.193558273337228,2.9858601405462464
-2.6425833071188953,-1.470620377749734,1.1376502277722393,-0.018149339305958467,-1.565259101278421,-0.20950405901069866,-1.0781092972829687,-2.6226489199988046,-1.6909419304536135,-1.971994913249889,-2.1990449627645745,-1.9509462542914076
0.1755759037502715,-2.1258980070947473,-0.4084139850074576,-1.1392499461278878,-3.459118732624188,-0.13167235480157727,-1.6823658767195169,-2.5867254475210935,-1.7392749501859766,-2.646484039584189,-2.9649365818536237,-0.24327392566986505
2.409365566124191,0.7593590996563336,1.097144523389155,0.8237551515693413,1.0465739428297574,1.2779144288778972,1.4551555552982889,0.7352488630544236,0.3171105461684649,1.157945291472221,0.6550348334111608,0.1314756354241261
4.367594559931116,6.114820325269748,-0.1357710876348827,3.1618051039696726,5.3868154391145175,2.6484946304503367,6.152538071159166,4.062859996852015,3.8865509626035295,3.9529353088956367,4.5549262825193875,1.6785079385289854
0.3976527017093404,4.1179987290935625,-0.6844593868209817,1.1944204860530676,1.6973445665142082,0.7703707273401722,0.9130939818056795,2.4222134987721105,2.0899365968142147,1.388123521721722,4.079419465823877,2.13786124322312
0.21937558310074165,0.12405446683562726,0.07404781773909022,0.657150370854531,-0.9188892785996139,-0.6183721187680875,-1.741866591593628,1.096754688300714,-0.49967596668730424,-0.9044466192784527,0.044183970439096776,-0.18163631709933453
2.350795476095196,1.8999674392360961,-0.021159420496748127,-0.278263946416469,0.43830019254773955,-0.7177188560852708,-1.6851162682715617,0.7060055880506457,1.4902490521922647,-1.265070224269547,-0.73815327506499,0.6279897379696573
0.43060235864812224,1.859253164026745,1.0080216795356547,1.9804814816262895,0.9411970504548166,1.7483847787268858,1.463637310110052,1.3581392592164698,1.6107892335255098,1.2027647912315325,1.8769270705178929,0.8056286934464914
0.21712177613281874,-0.056019866113678485,-0.40187393885416667,-0.2090986739569678,0.7192713140311144,0.47021500049156983,0.5291034990631271,0.3213049011247001,-0.7244594990051156,0.19549562288159597,-0.7939956901228891,-0.2630571479035586
-0.2094841075276226,-0.5448975272523593,-1.964356049199303,-0.17825536453134505,-0.6553493588992384,-1.2414224765925153,-2.7361640968139054,-0.9810182689012911,-2.473520608877542,-2.5348808277012984,-1.227060986466905,-1.6873918727690431
0.006995124801771918,0.9139771592328179,-1.5885973194545924,0.18757234276153767,-0.08992014828035164,0.19631416211077027,1.6346836030154341,1.3548942209426347,1.4545407235467307,2.6986185936301657,0.48863151662266624,-0.2207726144960464
-0.519815356453489,0.24039635270916532,-0.17327633611710552,0.4504376473114444,-0.2844787221502317,0.5026940794391,1.1481792851917068,0.5034771126333832,0.3073106815380382,-0.5908119025235796,0.6639727822701568,0.2572635850439662
0.12611678067682897,0.9566952506994957,0.09197669861585328,0.41040630795112903,1.1070790105550854,0.38795785073031797,0.822227428026185,-0.7839712438910202,-0.14372621005084268,-0.792359960685402,-0.42902649919855124,0.2317401804916432
-2.7245722577875027,-3.879148434045676,2.985127934739362,-1.1237587519803094,-0.8871380572924982,0.8048587006681193,0.3801274098499874,-3.9024253453313587,0.09767105729740833,-0.15579903932317712,0.3275829072547332,-1.4904623222677231
-2.6896281011624783,-0.9445856584171815,-2.3420946141709784,-0.7894029503480477,-2.4832892822466794,-2.7073049698547726,-3.592523893659437,-0.6603911759015083,0.8502740052019172,-2.6155609309108607,-0.398842333435745,-2.3612522746116444
0.46740543229179354,0.8569550972396462,-0.27586546665533473,-0.8616671015330319,-1.9825874348506758,4.240251248048485,2.525793619367141,0.1917199348343917,0.12042514821887756,3.374988349700348,4.5657262921857775,-0.6275322557083927
0.8529241932659677,-0.9960513335825021,-0.019412644973325954,-0.2737177249256082,-0.15075419805285462,-0.21460416431636986,-0.5198013164404787,-0.15372240108973145,-0.5998846322720716,0.31307176987685703,0.3054699229061372,-0.5112364105621778
-1.2863509489219438,0.4655691705425439,-0.8798642052080528,-1.072865568143464,-1.7234502007519787,-1.2152252114145865,0.46246265247761464,-1.8211884613337852,-2.3026257646080484,1.349274775723659,0.22838444146906256,-6.317668512978175
-1.8493715673598792,-1.9596358891569507,-1.4301929336774057,-1.4152198478213398,-1.482100720822532,-1.2898094515048641,-0.9707876933463668,-1.847200026038896,-0.5229875641967184,-0.5691540520363332,-0.5913036488673702,0.2287397194205094
