1:x2 : 2,1:x2 : 1
0.7509023961923083,0.14041662164728208
-0.6011409813079664,-0.574905294348405
-0.9080672644436729,-1.076025262802685
0.03061102485184955,-0.7878069925329332
0.11401368483572592,-2.149972499266771
0.5803991966986275,-0.23496839487649782
-0.03382888823058072,-2.1495760834199276
1.6961253838178665,0.8191746140313115
0.8557915862025662,0.7358051854878922
-0.4779888037219887,-0.22934971757585226
-0.27530869368054756,-0.5649870314308039
0.17007518497304963,-0.4828776513986371
0.7758328385236838,-0.39876506320388233
-0.27895821630876616,-0.5797663937043975
-0.42991593119639526,-1.0711001475438318
2.2528148801151375,0.6252054642554749
0.18118069426731442,0.5118499924059776
0.001145580738628263,0.5786343070387583
-0.16489792653331764,-2.37217623365319
-0.27373619237923164,0.2032790960004256
1.4911538514047016,0.009121164784954283
1.6996458797446283,-0.05380872545667695
0.7410161329239375,-0.9047318794677701
-0.2880542448086096,-1.8349776429958615
0.8831803906252748,-1.4974657373485107
0.3571763513899336,0.4149495465786995
-0.6619814576835625,-0.5266151742393536
-0.7859791454661924,0.7217919644553681
0.19914663415114942,-0.20017379758420517
-0.15025055319137684,-0.623390318373783
-0.034798106876345464,-1.1514738033146166
1.226185450458624,-0.49038992315197943
0.9600605351969564,-0.1897547228817836
0.9449959209152698,-0.6527621615101549
0.6402275307107651,0.43368084684806174
1.0518971463901545,-0.9562967028684111
-0.3472148003825375,0.12868294969016694
0.5362480140809405,0.2545215329222399
0.5424656946960903,-0.918658538214205
1.8680855798087967,-0.6578768280138815
0.07329684146943535,-0.9357465695393146
2.3390581027412507,-2.2923937157879046
0.2574510104624476,-0.4615167130380371
0.5023997603992685,-0.7348713212651825
0.15035785195178344,-0.08886784935866722
-0.23293159636379798,0.1870526338501871
0.35532172818812674,-1.1237084312595818
1.203160577312573,-1.3637425878341536
0.9212207240583158,-0.7257273534676196
1.410709636284905,-0.43975801877978904
